lineup_size,lineup_player_ids,lineup_player_names,team_name,opp_lineup_size,opp_lineup_player_ids,opp_lineup_player_names,opp_team_name,games_used,stint_count,possessions,sec_played,min_played,min_played_str,sec_per_game,min_per_game,min_per_game_str,PTS,PTS_per_game,PTS_per100,PTS_per36,PTS_allowed,PTS_allowed_per_game,PTS_allowed_per100,PTS_allowed_per36,FGA,FGA_per_game,FGA_per100,FGA_per36,FGM,FGM_per_game,FGM_per100,FGM_per36,2PA,2PA_per_game,2PA_per100,2PA_per36,2PM,2PM_per_game,2PM_per100,2PM_per36,3PA,3PA_per_game,3PA_per100,3PA_per36,3PM,3PM_per_game,3PM_per100,3PM_per36,FTA,FTA_per_game,FTA_per100,FTA_per36,FTM,FTM_per_game,FTM_per100,FTM_per36,ORB,ORB_per_game,ORB_per100,ORB_per36,DRB,DRB_per_game,DRB_per100,DRB_per36,ORB_allowed,ORB_allowed_per_game,ORB_allowed_per100,ORB_allowed_per36,DRB_allowed,DRB_allowed_per_game,DRB_allowed_per100,DRB_allowed_per36,TOV,TOV_per_game,TOV_per100,TOV_per36,AST,AST_per_game,AST_per100,AST_per36,STL,STL_per_game,STL_per100,STL_per36,BLK,BLK_per_game,BLK_per100,BLK_per36,Fouls,Fouls_per_game,Fouls_per100,Fouls_per36,FT_allowed,FT_allowed_per_game,FT_allowed_per100,FT_allowed_per36,ORtg,DRtg,NetRtg,PACE,PM_total,PM_per_game,PM_per100,MIN_total,MIN_per_game,eFG,TS,FG2_pct,FG3_pct,FT_pct,TOV_pct,AST_ratio,ORB_pct,DRB_pct,TRB_pct,STL_pct,BLK_pct,Foul_per_poss,FT_allowed_rate_per100,FT_rate
2,51|111,克力斯/唐維傑,高雄全家海神,2,40|8889,謝亞軒/馬可,新北中信特攻,1,15,18.0,225.47,3.76,03:45,225.47,3.76,03:45,2.0,2.0,11.11,19.16,6.0,6.0,33.33,57.48,6.0,6.0,33.33,57.48,1.0,1.0,5.56,9.58,5.0,5.0,27.78,47.9,1.0,1.0,5.56,9.58,1.0,1.0,5.56,9.58,0.0,0.0,0.0,0.0,2.0,2.0,11.11,19.16,2.0,2.0,11.11,19.16,3.0,3.0,16.67,28.74,3.0,3.0,16.67,28.74,1.0,1.0,5.56,9.58,4.0,4.0,22.22,38.32,2.0,2.0,11.11,19.16,1.0,1.0,5.56,9.58,2.0,2.0,11.11,19.16,0.0,0.0,0.0,0.0,3.0,3.0,16.67,28.74,2.0,2.0,11.11,19.16,11.11,33.33,-22.22,114.96,-4.0,-4.0,-22.22,3.76,3.76,0.17,0.15,0.2,0.0,1.0,0.23,1.0,0.43,0.75,0.55,11.11,0.0,0.17,11.11,0.33
2,40|8889,謝亞軒/馬可,新北中信特攻,2,51|111,克力斯/唐維傑,高雄全家海神,1,15,18.0,225.47,3.76,03:45,225.47,3.76,03:45,6.0,6.0,33.33,57.48,2.0,2.0,11.11,19.16,8.0,8.0,44.44,76.64,2.0,2.0,11.11,19.16,4.0,4.0,22.22,38.32,2.0,2.0,11.11,19.16,4.0,4.0,22.22,38.32,0.0,0.0,0.0,0.0,2.0,2.0,11.11,19.16,2.0,2.0,11.11,19.16,1.0,1.0,5.56,9.58,4.0,4.0,22.22,38.32,3.0,3.0,16.67,28.74,3.0,3.0,16.67,28.74,0.0,0.0,0.0,0.0,1.0,1.0,5.56,9.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.56,9.58,2.0,2.0,11.11,19.16,33.33,11.11,22.22,114.96,4.0,4.0,22.22,3.76,3.76,0.25,0.34,0.5,0.0,1.0,0.0,0.5,0.25,0.57,0.45,0.0,0.0,0.06,11.11,0.25
2,51|111,克力斯/唐維傑,高雄全家海神,2,40|10877,謝亞軒/阿巴西,新北中信特攻,1,15,18.0,225.47,3.76,03:45,225.47,3.76,03:45,2.0,2.0,11.11,19.16,6.0,6.0,33.33,57.48,6.0,6.0,33.33,57.48,1.0,1.0,5.56,9.58,5.0,5.0,27.78,47.9,1.0,1.0,5.56,9.58,1.0,1.0,5.56,9.58,0.0,0.0,0.0,0.0,2.0,2.0,11.11,19.16,2.0,2.0,11.11,19.16,3.0,3.0,16.67,28.74,3.0,3.0,16.67,28.74,1.0,1.0,5.56,9.58,4.0,4.0,22.22,38.32,2.0,2.0,11.11,19.16,1.0,1.0,5.56,9.58,2.0,2.0,11.11,19.16,0.0,0.0,0.0,0.0,3.0,3.0,16.67,28.74,2.0,2.0,11.11,19.16,11.11,33.33,-22.22,114.96,-4.0,-4.0,-22.22,3.76,3.76,0.17,0.15,0.2,0.0,1.0,0.23,1.0,0.43,0.75,0.55,11.11,0.0,0.17,11.11,0.33
2,40|10877,謝亞軒/阿巴西,新北中信特攻,2,51|111,克力斯/唐維傑,高雄全家海神,1,15,18.0,225.47,3.76,03:45,225.47,3.76,03:45,6.0,6.0,33.33,57.48,2.0,2.0,11.11,19.16,8.0,8.0,44.44,76.64,2.0,2.0,11.11,19.16,4.0,4.0,22.22,38.32,2.0,2.0,11.11,19.16,4.0,4.0,22.22,38.32,0.0,0.0,0.0,0.0,2.0,2.0,11.11,19.16,2.0,2.0,11.11,19.16,1.0,1.0,5.56,9.58,4.0,4.0,22.22,38.32,3.0,3.0,16.67,28.74,3.0,3.0,16.67,28.74,0.0,0.0,0.0,0.0,1.0,1.0,5.56,9.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.56,9.58,2.0,2.0,11.11,19.16,33.33,11.11,22.22,114.96,4.0,4.0,22.22,3.76,3.76,0.25,0.34,0.5,0.0,1.0,0.0,0.5,0.25,0.57,0.45,0.0,0.0,0.06,11.11,0.25
2,51|111,克力斯/唐維傑,高雄全家海神,2,104|8889,貝奇/馬可,新北中信特攻,1,9,10.0,139.0,2.32,02:19,139.0,2.32,02:19,2.0,2.0,20.0,31.08,4.0,4.0,40.0,62.16,3.0,3.0,30.0,46.62,1.0,1.0,10.0,15.54,2.0,2.0,20.0,31.08,1.0,1.0,10.0,15.54,1.0,1.0,10.0,15.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,20.0,31.08,1.0,1.0,10.0,15.54,3.0,3.0,30.0,46.62,1.0,1.0,10.0,15.54,1.0,1.0,10.0,15.54,1.0,1.0,10.0,15.54,0.0,0.0,0.0,0.0,2.0,2.0,20.0,31.08,2.0,2.0,20.0,31.08,20.0,40.0,-20.0,103.6,-2.0,-2.0,-20.0,2.32,2.32,0.33,0.33,0.5,0.0,,0.25,1.0,0.0,0.67,0.33,10.0,0.0,0.2,20.0,0.0
2,104|8889,貝奇/馬可,新北中信特攻,2,51|111,克力斯/唐維傑,高雄全家海神,1,9,10.0,139.0,2.32,02:19,139.0,2.32,02:19,4.0,4.0,40.0,62.16,2.0,2.0,20.0,31.08,5.0,5.0,50.0,77.7,1.0,1.0,10.0,15.54,2.0,2.0,20.0,31.08,1.0,1.0,10.0,15.54,3.0,3.0,30.0,46.62,0.0,0.0,0.0,0.0,2.0,2.0,20.0,31.08,2.0,2.0,20.0,31.08,1.0,1.0,10.0,15.54,3.0,3.0,30.0,46.62,0.0,0.0,0.0,0.0,2.0,2.0,20.0,31.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,15.54,0.0,0.0,0.0,0.0,40.0,20.0,20.0,103.6,2.0,2.0,20.0,2.32,2.32,0.2,0.34,0.5,0.0,1.0,0.0,0.0,0.33,1.0,0.67,0.0,0.0,0.1,0.0,0.4
2,51|111,克力斯/唐維傑,高雄全家海神,2,104|10877,貝奇/阿巴西,新北中信特攻,1,9,10.0,139.0,2.32,02:19,139.0,2.32,02:19,2.0,2.0,20.0,31.08,4.0,4.0,40.0,62.16,3.0,3.0,30.0,46.62,1.0,1.0,10.0,15.54,2.0,2.0,20.0,31.08,1.0,1.0,10.0,15.54,1.0,1.0,10.0,15.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,20.0,31.08,1.0,1.0,10.0,15.54,3.0,3.0,30.0,46.62,1.0,1.0,10.0,15.54,1.0,1.0,10.0,15.54,1.0,1.0,10.0,15.54,0.0,0.0,0.0,0.0,2.0,2.0,20.0,31.08,2.0,2.0,20.0,31.08,20.0,40.0,-20.0,103.6,-2.0,-2.0,-20.0,2.32,2.32,0.33,0.33,0.5,0.0,,0.25,1.0,0.0,0.67,0.33,10.0,0.0,0.2,20.0,0.0
2,104|10877,貝奇/阿巴西,新北中信特攻,2,51|111,克力斯/唐維傑,高雄全家海神,1,9,10.0,139.0,2.32,02:19,139.0,2.32,02:19,4.0,4.0,40.0,62.16,2.0,2.0,20.0,31.08,5.0,5.0,50.0,77.7,1.0,1.0,10.0,15.54,2.0,2.0,20.0,31.08,1.0,1.0,10.0,15.54,3.0,3.0,30.0,46.62,0.0,0.0,0.0,0.0,2.0,2.0,20.0,31.08,2.0,2.0,20.0,31.08,1.0,1.0,10.0,15.54,3.0,3.0,30.0,46.62,0.0,0.0,0.0,0.0,2.0,2.0,20.0,31.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,15.54,0.0,0.0,0.0,0.0,40.0,20.0,20.0,103.6,2.0,2.0,20.0,2.32,2.32,0.2,0.34,0.5,0.0,1.0,0.0,0.0,0.33,1.0,0.67,0.0,0.0,0.1,0.0,0.4
2,51|111,克力斯/唐維傑,高雄全家海神,2,8889|10877,馬可/阿巴西,新北中信特攻,1,15,18.0,225.47,3.76,03:45,225.47,3.76,03:45,2.0,2.0,11.11,19.16,6.0,6.0,33.33,57.48,6.0,6.0,33.33,57.48,1.0,1.0,5.56,9.58,5.0,5.0,27.78,47.9,1.0,1.0,5.56,9.58,1.0,1.0,5.56,9.58,0.0,0.0,0.0,0.0,2.0,2.0,11.11,19.16,2.0,2.0,11.11,19.16,3.0,3.0,16.67,28.74,3.0,3.0,16.67,28.74,1.0,1.0,5.56,9.58,4.0,4.0,22.22,38.32,2.0,2.0,11.11,19.16,1.0,1.0,5.56,9.58,2.0,2.0,11.11,19.16,0.0,0.0,0.0,0.0,3.0,3.0,16.67,28.74,2.0,2.0,11.11,19.16,11.11,33.33,-22.22,114.96,-4.0,-4.0,-22.22,3.76,3.76,0.17,0.15,0.2,0.0,1.0,0.23,1.0,0.43,0.75,0.55,11.11,0.0,0.17,11.11,0.33
2,8889|10877,馬可/阿巴西,新北中信特攻,2,51|111,克力斯/唐維傑,高雄全家海神,1,15,18.0,225.47,3.76,03:45,225.47,3.76,03:45,6.0,6.0,33.33,57.48,2.0,2.0,11.11,19.16,8.0,8.0,44.44,76.64,2.0,2.0,11.11,19.16,4.0,4.0,22.22,38.32,2.0,2.0,11.11,19.16,4.0,4.0,22.22,38.32,0.0,0.0,0.0,0.0,2.0,2.0,11.11,19.16,2.0,2.0,11.11,19.16,1.0,1.0,5.56,9.58,4.0,4.0,22.22,38.32,3.0,3.0,16.67,28.74,3.0,3.0,16.67,28.74,0.0,0.0,0.0,0.0,1.0,1.0,5.56,9.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.56,9.58,2.0,2.0,11.11,19.16,33.33,11.11,22.22,114.96,4.0,4.0,22.22,3.76,3.76,0.25,0.34,0.5,0.0,1.0,0.0,0.5,0.25,0.57,0.45,0.0,0.0,0.06,11.11,0.25
2,51|111,克力斯/唐維傑,高雄全家海神,3,38|40|104,余維豪/謝亞軒/貝奇,新北中信特攻,1,9,10.0,139.0,2.32,02:19,139.0,2.32,02:19,2.0,2.0,20.0,31.08,4.0,4.0,40.0,62.16,3.0,3.0,30.0,46.62,1.0,1.0,10.0,15.54,2.0,2.0,20.0,31.08,1.0,1.0,10.0,15.54,1.0,1.0,10.0,15.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,20.0,31.08,1.0,1.0,10.0,15.54,3.0,3.0,30.0,46.62,1.0,1.0,10.0,15.54,1.0,1.0,10.0,15.54,1.0,1.0,10.0,15.54,0.0,0.0,0.0,0.0,2.0,2.0,20.0,31.08,2.0,2.0,20.0,31.08,20.0,40.0,-20.0,103.6,-2.0,-2.0,-20.0,2.32,2.32,0.33,0.33,0.5,0.0,,0.25,1.0,0.0,0.67,0.33,10.0,0.0,0.2,20.0,0.0
3,38|40|104,余維豪/謝亞軒/貝奇,新北中信特攻,2,51|111,克力斯/唐維傑,高雄全家海神,1,9,10.0,139.0,2.32,02:19,139.0,2.32,02:19,4.0,4.0,40.0,62.16,2.0,2.0,20.0,31.08,5.0,5.0,50.0,77.7,1.0,1.0,10.0,15.54,2.0,2.0,20.0,31.08,1.0,1.0,10.0,15.54,3.0,3.0,30.0,46.62,0.0,0.0,0.0,0.0,2.0,2.0,20.0,31.08,2.0,2.0,20.0,31.08,1.0,1.0,10.0,15.54,3.0,3.0,30.0,46.62,0.0,0.0,0.0,0.0,2.0,2.0,20.0,31.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,15.54,0.0,0.0,0.0,0.0,40.0,20.0,20.0,103.6,2.0,2.0,20.0,2.32,2.32,0.2,0.34,0.5,0.0,1.0,0.0,0.0,0.33,1.0,0.67,0.0,0.0,0.1,0.0,0.4
2,51|111,克力斯/唐維傑,高雄全家海神,3,38|40|8889,余維豪/謝亞軒/馬可,新北中信特攻,1,15,18.0,225.0,3.75,03:45,225.0,3.75,03:45,2.0,2.0,11.11,19.2,6.0,6.0,33.33,57.6,6.0,6.0,33.33,57.6,1.0,1.0,5.56,9.6,5.0,5.0,27.78,48.0,1.0,1.0,5.56,9.6,1.0,1.0,5.56,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,16.67,28.8,3.0,3.0,16.67,28.8,1.0,1.0,5.56,9.6,4.0,4.0,22.22,38.4,2.0,2.0,11.11,19.2,1.0,1.0,5.56,9.6,2.0,2.0,11.11,19.2,0.0,0.0,0.0,0.0,3.0,3.0,16.67,28.8,2.0,2.0,11.11,19.2,11.11,33.33,-22.22,115.2,-4.0,-4.0,-22.22,3.75,3.75,0.17,0.17,0.2,0.0,,0.25,1.0,0.43,0.75,0.55,11.11,0.0,0.17,11.11,0.0
3,38|40|8889,余維豪/謝亞軒/馬可,新北中信特攻,2,51|111,克力斯/唐維傑,高雄全家海神,1,15,18.0,225.0,3.75,03:45,225.0,3.75,03:45,6.0,6.0,33.33,57.6,2.0,2.0,11.11,19.2,8.0,8.0,44.44,76.8,2.0,2.0,11.11,19.2,4.0,4.0,22.22,38.4,2.0,2.0,11.11,19.2,4.0,4.0,22.22,38.4,0.0,0.0,0.0,0.0,2.0,2.0,11.11,19.2,2.0,2.0,11.11,19.2,1.0,1.0,5.56,9.6,4.0,4.0,22.22,38.4,3.0,3.0,16.67,28.8,3.0,3.0,16.67,28.8,0.0,0.0,0.0,0.0,1.0,1.0,5.56,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.56,9.6,0.0,0.0,0.0,0.0,33.33,11.11,22.22,115.2,4.0,4.0,22.22,3.75,3.75,0.25,0.34,0.5,0.0,1.0,0.0,0.5,0.25,0.57,0.45,0.0,0.0,0.06,0.0,0.25
